origin,destination,route,months_count,total_passengers,mean_passengers,trend,seasonality_strength,recent_growth_pct,recent_avg,test_period_avg,volatility,category
GVA,Ankara Esenboga,GVA-Ankara Esenboga,165,46973,284.6848484848485,1.5262275133429477,64.74030666818254,61.19855231041158,532.0,879.8333333333334,105.91273871484472,low_volume_high_growth_high_seasonality
GVA,Antalya,GVA-Antalya,165,276455,1675.4848484848485,0.7723926454541032,89.45496038214112,279.7156968885529,2993.6363636363635,4175.833333333333,115.44968541985092,mid_volume_stable_growth_high_seasonality
GVA,Atlanta Hartsfield Intl,GVA-Atlanta Hartsfield Intl,165,73541,445.7030303030303,1.4662885956461889,16.75255701030947,39.78280457153697,893.2121212121212,1132.5,77.39903243165388,low_volume_high_growth_low_seasonality
GVA,Auckland International,GVA-Auckland International,165,13668,82.83636363636364,0.7239732978696637,31.185316899048377,-9.725457112989908,124.3030303030303,120.5,75.32923274039243,low_volume_stable_growth_low_seasonality
GVA,Bali Intl/Ngurah Rai,GVA-Bali Intl/Ngurah Rai,165,66838,405.07878787878786,1.8792817654656013,49.97524262144587,60.55177027624353,1018.1212121212121,1634.6666666666667,123.53987392544485,low_volume_high_growth_high_seasonality
GVA,Bangalore,GVA-Bangalore,165,25832,156.55757575757576,1.205862443345143,19.886270450820543,10.734792620012232,287.8181818181818,340.1666666666667,77.12992340525659,low_volume_high_growth_low_seasonality
GVA,Barcelona,GVA-Barcelona,165,3305375,20032.575757575756,0.03631937865116206,13.535290091796936,-18.855249108763005,21071.939393939392,21962.0,37.59123102722774,high_volume_stable_growth_low_seasonality
GVA,Bari,GVA-Bari,165,37868,229.5030303030303,1.708972629682777,58.53460432581934,207.17506150944808,621.0909090909091,1353.8333333333333,165.83189989219238,low_volume_high_growth_high_seasonality
GVA,Bastia,GVA-Bastia,165,164397,996.3454545454546,0.25418969326161056,111.6399435167685,-31.562730950077295,968.1212121212121,1532.5,119.09344038259411,mid_volume_stable_growth_high_seasonality
GVA,Beijing Capital,GVA-Beijing Capital,165,311894,1890.2666666666667,-0.06863615984186898,21.879233188554462,-49.762978790469184,1746.7272727272727,2307.1666666666665,69.42141931961717,mid_volume_declining_low_seasonality
GVA,Beirut,GVA-Beirut,165,348394,2111.478787878788,0.16737935911316287,22.505944810700353,0.5255805371781015,2407.7272727272725,3193.1666666666665,39.91074437112431,mid_volume_stable_growth_low_seasonality
GVA,Belarus,GVA-Belarus,165,48388,293.26060606060605,-0.7209120170195337,25.861320298244383,-99.77713343567002,1.4848484848484849,2.0,98.28803770652996,low_volume_declining_low_seasonality
GVA,Belfast International,GVA-Belfast International,165,157621,955.2787878787879,-0.11461069399924986,141.93276935954583,63.70148821727489,1371.090909090909,208.33333333333334,153.48494326414752,mid_volume_declining_high_seasonality
GVA,Belgrade,GVA-Belgrade,165,328620,1991.6363636363637,0.46203759437121045,15.94863655794694,7.750927113298448,2512.2727272727275,3074.0,46.77041471417904,mid_volume_stable_growth_low_seasonality
GVA,Bergen,GVA-Bergen,165,41617,252.22424242424242,0.6736807296759086,32.489895395565,42.16450216450217,422.93939393939394,513.1666666666666,66.78143629611715,low_volume_stable_growth_low_seasonality
GVA,Berlin,GVA-Berlin,165,1209914,7332.812121212121,-0.21947759830621325,7.934036023913081,-25.29024474776083,6690.030303030303,8326.5,36.17172484203605,high_volume_declining_low_seasonality
GVA,Biarritz,GVA-Biarritz,165,97155,588.8181818181819,0.8225943473644695,110.59362036291269,26.444946271140218,913.4242424242424,1469.1666666666667,120.04263563935065,low_volume_stable_growth_high_seasonality
GVA,Bilbao,GVA-Bilbao,165,164843,999.0484848484848,0.09161807777103068,53.531913753898365,22.614747949465695,1246.5151515151515,1742.1666666666667,72.02656736811349,mid_volume_stable_growth_high_seasonality
GVA,Billund,GVA-Billund,165,32011,194.0060606060606,1.128587354796444,15.712904083038314,25.150204952552084,337.6969696969697,339.6666666666667,67.02374759944007,low_volume_high_growth_low_seasonality
GVA,Birmingham International,GVA-Birmingham International,165,583211,3534.612121212121,0.4683319583323501,101.32906740722834,15.930884127008028,5249.060606060606,2167.6666666666665,111.41112671230573,high_volume_stable_growth_high_seasonality
GVA,Blaise Diagne International,GVA-Blaise Diagne International,165,51563,312.5030303030303,2.123391803100762,26.56677067878644,33.96424238764677,616.2727272727273,581.1666666666666,101.98430927972426,low_volume_high_growth_low_seasonality
GVA,Bogota,GVA-Bogota,165,42790,259.3333333333333,1.0399831628305678,29.96031184970968,0.728539752929997,417.57575757575756,352.8333333333333,77.92901730983488,low_volume_high_growth_low_seasonality
GVA,Bologna,GVA-Bologna,165,27943,169.35151515151514,0.14464126517223294,36.186000755879896,62.359674224081004,223.5151515151515,268.8333333333333,166.43475652370952,low_volume_stable_growth_low_seasonality
GVA,Bombay,GVA-Bombay,165,82726,501.369696969697,0.7449049514849988,21.145152685178314,0.6837280366692075,798.7575757575758,889.3333333333334,65.07364063237587,low_volume_stable_growth_low_seasonality
GVA,Bordeaux,GVA-Bordeaux,165,1273591,7718.733333333334,0.3141022350171728,15.834472708499787,7.054978376497485,9571.666666666666,9484.166666666666,33.697660313722736,high_volume_stable_growth_low_seasonality
GVA,Bosnia and Herzegovina,GVA-Bosnia and Herzegovina,165,24336,147.4909090909091,0.14046793204576147,25.93231046583747,-13.754766205097335,162.78787878787878,190.16666666666666,62.1245523246923,low_volume_stable_growth_low_seasonality
GVA,Boston Logan International,GVA-Boston Logan International,165,149122,903.769696969697,0.5272103017223458,30.073692362041555,29.245558826982442,1417.7878787878788,1762.0,56.475789152547186,mid_volume_stable_growth_low_seasonality
GVA,Bournemouth,GVA-Bournemouth,165,161398,978.1696969696969,-0.2576342378981533,136.9756374959562,-8.499367118278576,1084.3333333333333,90.16666666666667,145.48067591948214,mid_volume_declining_high_seasonality
GVA,Bremen,GVA-Bremen,165,20281,122.91515151515152,0.3970753319064227,8.151854587466469,-16.148253430273872,154.93939393939394,194.83333333333334,51.58455996307082,low_volume_stable_growth_low_seasonality
GVA,Brindisi,GVA-Brindisi,165,560267,3395.5575757575757,0.7218867668469496,49.96253800305433,23.176158523521238,4921.606060606061,7163.666666666667,64.01291069000837,high_volume_stable_growth_high_seasonality
GVA,Brisbane International,GVA-Brisbane International,165,18070,109.51515151515152,1.4721747556084885,55.370448193175626,11.817415945469861,221.21212121212122,215.16666666666666,113.80756340558207,low_volume_high_growth_high_seasonality
GVA,Bristol,GVA-Bristol,165,1273300,7716.969696969697,0.12234493240350525,51.974056669940296,6.3902170812832,9909.30303030303,6524.0,65.56585623472658,high_volume_stable_growth_high_seasonality
GVA,Brussels National,GVA-Brussels National,165,2893390,17535.696969696968,-0.039012364117700406,10.75680456925905,-15.289486406224823,18584.545454545456,17613.5,35.32451952434402,high_volume_declining_low_seasonality
GVA,Bucuresti Otopeni,GVA-Bucuresti Otopeni,165,378981,2296.8545454545456,0.24590134490963564,13.537014884505558,-10.479988734372862,2600.6060606060605,1550.1666666666667,39.78996475887684,mid_volume_stable_growth_low_seasonality
GVA,Budapest,GVA-Budapest,165,717807,4350.345454545454,-0.18030319064070427,9.636981564586717,-24.830841959592426,4068.3636363636365,4337.5,37.04121288112511,high_volume_declining_low_seasonality
GVA,Buenos Aires Ministro Pistarini,GVA-Buenos Aires Ministro Pistarini,165,68463,414.92727272727274,0.34827210970271466,30.79040028480432,-11.97404117240279,543.2424242424242,430.8333333333333,61.68254371664569,low_volume_stable_growth_low_seasonality
GVA,Cabo Verde,GVA-Cabo Verde,165,51920,314.6666666666667,0.664593367424902,45.623578918888484,2.82697947214077,442.72727272727275,376.6666666666667,69.74998022779405,low_volume_stable_growth_high_seasonality
GVA,Cagliari,GVA-Cagliari,165,211558,1282.169696969697,0.5459744547858139,101.6537260655278,-15.786019035116508,1516.2727272727273,2231.8333333333335,108.54792221154268,mid_volume_stable_growth_high_seasonality
GVA,Cairo,GVA-Cairo,165,226890,1375.090909090909,0.2016468660866297,16.23280070997924,16.027071520029278,1681.909090909091,1626.3333333333333,33.45625478551241,mid_volume_stable_growth_low_seasonality
GVA,Calgary,GVA-Calgary,165,20979,127.14545454545454,0.3946867347785418,31.658701612730777,-3.991399746402783,175.9090909090909,201.0,61.930550181398125,low_volume_stable_growth_low_seasonality
GVA,Calvi,GVA-Calvi,165,29825,180.75757575757575,0.7414339833384151,186.25474015527368,-36.27362736273627,194.87878787878788,313.8333333333333,212.95614486007204,low_volume_stable_growth_high_seasonality
GVA,Cambodia,GVA-Cambodia,165,9688,58.71515151515152,-0.44104077383818974,38.73870559016139,,62.696969696969695,88.33333333333333,96.69582906666045,low_volume_declining_low_seasonality
GVA,Cameroon,GVA-Cameroon,165,57452,348.1939393939394,0.5435092320332225,36.71685899797254,7.280301527474717,450.6666666666667,432.6666666666667,56.99364842403585,low_volume_stable_growth_low_seasonality
GVA,Cancun,GVA-Cancun,165,50836,308.0969696969697,1.2325387360762048,36.05928451746912,7.093086205591809,464.57575757575756,297.3333333333333,79.10802855456257,low_volume_high_growth_low_seasonality
GVA,Cape Town,GVA-Cape Town,165,64560,391.27272727272725,0.5691440756111397,41.492721864879364,-7.565074217915367,557.1515151515151,431.1666666666667,68.19232140314323,low_volume_stable_growth_low_seasonality
GVA,Casablanca Mohamed V,GVA-Casablanca Mohamed V,165,524433,3178.3818181818183,0.4129292464773703,31.06687421515183,30.84158415841585,4405.0,5197.833333333333,49.12228165669853,high_volume_stable_growth_low_seasonality
GVA,Catania,GVA-Catania,165,562926,3411.672727272727,0.3214330597037884,43.194191838673255,-14.72862031120309,3831.787878787879,4564.333333333333,54.70628283864448,high_volume_stable_growth_low_seasonality
GVA,Chania,GVA-Chania,165,26132,158.37575757575758,2.8268387302230655,96.26023725086048,,587.7878787878788,1314.8333333333333,235.93216210160855,low_volume_high_growth_high_seasonality
GVA,Charlotte,GVA-Charlotte,165,19991,121.15757575757576,1.477921470733113,27.78362137938731,147.99564507348938,287.6060606060606,349.8333333333333,88.03754999060051,low_volume_high_growth_low_seasonality
GVA,Chennai/Madras,GVA-Chennai/Madras,165,17926,108.64242424242424,0.9357752849303949,21.176124092612906,-6.885610026971285,177.84848484848484,162.16666666666666,73.7799462714301,low_volume_high_growth_low_seasonality
GVA,Chicago O Hare International,GVA-Chicago O Hare International,165,126991,769.6424242424242,0.6698526693861766,30.4424174469465,38.276768642447415,1285.6666666666667,1775.5,61.88289149890862,low_volume_stable_growth_low_seasonality
GVA,Cluj,GVA-Cluj,165,34790,210.84848484848484,-0.7033326720888714,20.92159666320221,-25.28999948898769,110.75757575757575,170.66666666666666,159.43582194081657,low_volume_declining_low_seasonality
GVA,Colombo Bandaranayike,GVA-Colombo Bandaranayike,165,60086,364.1575757575758,1.5258457620298527,39.82938390320912,-13.609409458466054,667.7272727272727,759.3333333333334,110.8380753087753,low_volume_high_growth_low_seasonality
GVA,Cork,GVA-Cork,165,23967,145.25454545454545,-0.08822699167458307,68.4039894671034,100.70316423907583,211.9090909090909,152.66666666666666,106.0073570066606,low_volume_declining_high_seasonality
GVA,Costa Rica,GVA-Costa Rica,165,24991,151.46060606060607,2.0470704700754916,36.64295778353762,96.55245079445358,353.3030303030303,276.0,101.71299946169785,low_volume_high_growth_low_seasonality
GVA,Cuba,GVA-Cuba,165,78734,477.1757575757576,0.206126306358619,30.71263516420204,-72.90175956417617,330.6060606060606,178.83333333333334,104.86876429562379,low_volume_stable_growth_low_seasonality
GVA,Cyprus,GVA-Cyprus,165,93199,564.8424242424243,0.696162004947794,50.155422755381686,49.998720671391666,888.2424242424242,1047.6666666666667,74.46559996380002,low_volume_stable_growth_high_seasonality
GVA,Czechia,GVA-Czechia,165,583870,3538.6060606060605,0.3954500544660727,11.543888627288394,32.791123117834466,5156.242424242424,6767.0,42.07670846283762,high_volume_stable_growth_low_seasonality
GVA,Dakar,GVA-Dakar,165,26109,158.23636363636365,-2.25179873911977,25.718723448396307,-100.0,0.0,0.0,138.62023312900527,low_volume_declining_low_seasonality
GVA,Dallas Fort Worth Intl,GVA-Dallas Fort Worth Intl,165,49881,302.3090909090909,0.9655472578087755,21.241123167353777,111.48736141906872,602.1515151515151,619.3333333333334,71.00968582430856,low_volume_high_growth_low_seasonality
GVA,Dar Es Salaam,GVA-Dar Es Salaam,165,18578,112.5939393939394,0.004381436403100086,25.425331848368458,-29.008293573281247,111.96969696969697,106.0,44.15252440228237,low_volume_stable_growth_low_seasonality
GVA,Denver International,GVA-Denver International,165,53130,322.0,1.4692450081483313,35.137448333508246,112.8025648651197,740.8484848484849,982.0,89.52177944460914,low_volume_high_growth_low_seasonality
GVA,Detroit Wayne County,GVA-Detroit Wayne County,165,37601,227.88484848484848,1.379040927733338,17.886869846010292,9.785652735889709,411.8181818181818,483.8333333333333,81.79829058004306,low_volume_high_growth_low_seasonality
GVA,Djerba,GVA-Djerba,165,138110,837.030303030303,-0.13125196934948113,69.45641638300728,83.68160463166555,1172.909090909091,2169.3333333333335,97.4953866580822,low_volume_declining_high_seasonality
GVA,Dominican Republic,GVA-Dominican Republic,165,66986,405.9757575757576,0.41230599220820263,37.04737026694851,-56.030052592036064,295.57575757575756,182.66666666666666,77.73253268218589,low_volume_stable_growth_low_seasonality
GVA,Domodedovo International,GVA-Domodedovo International,165,350911,2126.733333333333,-1.7626689190189713,43.765022657731606,-96.21680504572458,104.36363636363636,73.16666666666667,103.25694559607219,mid_volume_declining_low_seasonality
GVA,Douala,GVA-Douala,165,20113,121.89696969696969,0.6820570704634176,29.04095591143171,21.594289113622843,170.33333333333334,156.16666666666666,57.976054742319164,low_volume_stable_growth_low_seasonality
GVA,Dresden,GVA-Dresden,165,23783,144.13939393939393,-0.05588399018531593,14.943953402074559,-43.72304665967726,131.4848484848485,154.83333333333334,51.28542128433401,low_volume_declining_low_seasonality
GVA,Dubai International,GVA-Dubai International,165,1036958,6284.59393939394,-0.1852900018162076,20.095031588074423,33.18079328231385,6661.333333333333,6458.5,42.5633414030729,high_volume_declining_low_seasonality
GVA,Dublin,GVA-Dublin,165,869934,5272.327272727272,0.30013146045766453,25.619552076313735,5.104925297436491,6897.393939393939,6329.333333333333,45.46076856606733,high_volume_stable_growth_low_seasonality
GVA,Dubrovnik,GVA-Dubrovnik,165,121011,733.4,0.42102118288494655,102.87262150713742,1.7323600157563557,919.5757575757576,1429.6666666666667,109.03449630763527,low_volume_stable_growth_high_seasonality
GVA,Düsseldorf,GVA-Düsseldorf,165,416011,2521.278787878788,-0.5410176729005745,11.443931890715918,-61.60909908858012,1552.6666666666667,1518.8333333333333,60.84588628406895,mid_volume_declining_low_seasonality
GVA,East Midlands,GVA-East Midlands,165,42843,259.6545454545454,-0.35216292176762276,133.26631996454793,-47.055096755549144,240.57575757575756,91.16666666666667,172.6216905375618,low_volume_declining_high_seasonality
GVA,Edinburgh,GVA-Edinburgh,165,1138335,6899.0,0.3129462516310503,30.88503529713467,15.815870822249432,9633.242424242424,9872.666666666666,49.62351141893191,high_volume_stable_growth_low_seasonality
GVA,Eleftherios Venizelos International,GVA-Eleftherios Venizelos International,165,1265372,7668.921212121212,0.42786753405025774,27.26498567536606,3.2108162050031996,9720.939393939394,13500.5,41.87475458660669,high_volume_stable_growth_low_seasonality
GVA,Enfidha Hammamet Ali Internation,GVA-Enfidha Hammamet Ali Internation,165,83267,504.6484848484848,2.573879391496638,40.9821591901554,,1891.2727272727273,2218.5,168.4005096018907,low_volume_high_growth_low_seasonality
GVA,Estonia,GVA-Estonia,165,60046,363.91515151515154,0.6289742694201587,50.376478345651385,42.245434503248006,609.3636363636364,604.3333333333334,74.03894114346166,low_volume_stable_growth_high_seasonality
GVA,Ethiopia,GVA-Ethiopia,165,185768,1125.8666666666666,2.227539477368246,32.31557542350068,209.23782968269887,2965.848484848485,3702.5,107.74184955706139,mid_volume_high_growth_low_seasonality
GVA,Faro,GVA-Faro,165,453451,2748.1878787878786,1.2435866391757915,71.86490120048687,38.54871627131294,4556.636363636364,7452.166666666667,92.5625386452033,high_volume_high_growth_high_seasonality
GVA,Figari,GVA-Figari,165,118588,718.7151515151515,1.4986916663395407,118.24271534829637,4.382913197216829,1109.2424242424242,1891.0,149.81613885159192,low_volume_high_growth_high_seasonality
GVA,Firenze Peretola,GVA-Firenze Peretola,165,149247,904.5272727272727,-0.3287292275000433,22.61505259309796,-47.0613454620016,645.4545454545455,797.3333333333334,61.30692419032432,mid_volume_declining_low_seasonality
GVA,Frankfurt International,GVA-Frankfurt International,165,968297,5868.466666666666,0.2568390410523424,18.694030713588226,-0.7308034082364818,5904.393939393939,3230.3333333333335,68.45081805501182,high_volume_stable_growth_low_seasonality
GVA,Fuerteventura,GVA-Fuerteventura,165,39346,238.46060606060607,0.919027211393528,97.18939203571519,-62.5659356583905,195.6969696969697,119.66666666666667,174.39497628207403,low_volume_stable_growth_high_seasonality
GVA,Gaziantep,GVA-Gaziantep,165,17458,105.80606060606061,1.952626951278557,92.59194926607017,71.38958380714125,209.33333333333334,214.66666666666666,147.83859073036882,low_volume_high_growth_high_seasonality
GVA,Georgia,GVA-Georgia,165,40177,243.4969696969697,1.691178677224019,28.40611507155137,120.94479892290583,571.8787878787879,1572.1666666666667,121.38589562666515,low_volume_high_growth_low_seasonality
GVA,Glasgow International,GVA-Glasgow International,165,137071,830.7333333333333,0.03414518063551808,102.2240504078835,8.212173164414157,1104.5757575757575,443.0,113.09128608479573,low_volume_stable_growth_high_seasonality
GVA,Graz,GVA-Graz,165,20676,125.30909090909091,-0.013532695380537836,36.641557920494996,-27.956556717618657,126.63636363636364,138.33333333333334,62.63016232863262,low_volume_declining_low_seasonality
GVA,Guangzhou.Baiyun,GVA-Guangzhou.Baiyun,165,18798,113.92727272727272,1.4925922139601209,25.61365562352984,0.6593587735926766,246.72727272727272,281.3333333333333,113.77183224119048,low_volume_high_growth_low_seasonality
GVA,Göteborg Landvetter,GVA-Göteborg Landvetter,165,158405,960.030303030303,-0.07016414062920143,66.05767533372314,-15.459676959542554,1048.3939393939395,796.0,76.67586602442293,mid_volume_declining_high_seasonality
GVA,Hamburg Fuhlsbüttel,GVA-Hamburg Fuhlsbüttel,165,411245,2492.3939393939395,-0.3662217818265146,8.83743078403464,-55.55900989316436,1703.8181818181818,1704.8333333333333,58.04370098089907,mid_volume_declining_low_seasonality
GVA,Hannover,GVA-Hannover,165,43966,266.46060606060604,-0.36904757510299696,25.098378420490246,-48.064141588477106,208.96969696969697,233.83333333333334,58.629766844225614,low_volume_declining_low_seasonality
GVA,Hanoi,GVA-Hanoi,165,38636,234.15757575757576,1.533242679852188,26.540713338325343,29.914790598372043,516.3030303030303,650.3333333333334,103.71832224547033,low_volume_high_growth_low_seasonality
GVA,Helsinki,GVA-Helsinki,165,531738,3222.6545454545453,-0.1934637105946339,23.612871772547557,-35.213648885225815,2782.969696969697,2848.5,45.22310879673113,high_volume_declining_low_seasonality
GVA,Heraklion,GVA-Heraklion,165,340487,2063.5575757575757,0.5395308167230911,93.36903618822369,7.567300041974426,2601.5151515151515,4307.666666666667,96.12553156318772,mid_volume_stable_growth_high_seasonality
GVA,Ho Chi Minh City,GVA-Ho Chi Minh City,165,35819,217.0848484848485,1.436247826878589,25.563503366550282,13.93783293332553,442.3636363636364,461.0,94.5362173732219,low_volume_high_growth_low_seasonality
GVA,Hong Kong,GVA-Hong Kong,165,144796,877.5515151515151,0.11701014836477037,15.198409998097876,-25.203122427938972,1090.060606060606,1291.0,60.44339994050755,low_volume_stable_growth_low_seasonality
GVA,Hong Kong Chek Lap Kok Int.Airport,GVA-Hong Kong Chek Lap Kok Int.Airport,165,144796,877.5515151515151,0.11701014836477037,15.198409998097876,-25.203122427938972,1090.060606060606,1291.0,60.44339994050755,low_volume_stable_growth_low_seasonality
GVA,Houston Intercontinental,GVA-Houston Intercontinental,165,48323,292.8666666666667,1.192976204499171,19.87921420817412,57.068482178614346,594.2424242424242,746.3333333333334,71.93391562195765,low_volume_high_growth_low_seasonality
GVA,Hurghada,GVA-Hurghada,165,199121,1206.7939393939394,0.8483113862913416,37.224714439475406,143.40430000262518,2107.2727272727275,2118.5,69.16444001042183,mid_volume_stable_growth_low_seasonality
GVA,Iasi,GVA-Iasi,165,8257,50.04242424242424,0.716263414917891,30.54434087710912,,74.72727272727273,100.33333333333333,65.13688790153647,low_volume_stable_growth_low_seasonality
GVA,Ibiza,GVA-Ibiza,165,376523,2281.957575757576,1.096231477095306,94.2483176721016,75.06549224818798,4080.4848484848485,6585.5,110.61106381166637,mid_volume_high_growth_high_seasonality
GVA,Iceland,GVA-Iceland,165,193015,1169.7878787878788,0.6218209610334714,92.6301923836022,-35.020309503678135,1346.8484848484848,1917.8333333333333,124.15767178549193,mid_volume_stable_growth_high_seasonality
GVA,Incheon International,GVA-Incheon International,165,140508,851.5636363636364,1.2059490148732057,38.004325183172924,-1.0353609429584727,1499.4242424242425,1773.8333333333333,90.72506167119599,low_volume_high_growth_low_seasonality
GVA,Indira Gandhi International,GVA-Indira Gandhi International,165,119828,726.230303030303,0.49565965723955147,21.00327733282929,-6.565984614258144,998.939393939394,978.6666666666666,53.07083169846587,low_volume_stable_growth_low_seasonality
GVA,Iran,GVA-Iran,165,44580,270.1818181818182,0.8487942908512486,24.19678948443306,-36.72456575682382,340.0,241.66666666666666,80.24617083886925,low_volume_stable_growth_low_seasonality
GVA,Iraq,GVA-Iraq,165,18136,109.91515151515152,1.352165018603414,27.614260543757318,31.050094174975367,191.5151515151515,220.83333333333334,82.34732584568172,low_volume_high_growth_low_seasonality
GVA,Istanbul,GVA-Istanbul,165,324948,1969.3818181818183,-0.3417890926934628,13.899541149422866,-100.0,0.0,0.0,193.15412575988813,mid_volume_declining_low_seasonality
GVA,Istanbul Airport,GVA-Istanbul Airport,165,743220,4504.363636363636,-0.8580588597693081,15.581272432237892,439.30683537340116,4753.090909090909,4575.166666666667,83.78130644998325,high_volume_declining_low_seasonality
GVA,Istanbul Sabiha Gokcen,GVA-Istanbul Sabiha Gokcen,165,470728,2852.89696969697,1.9392917317171787,14.808705934844097,106.39149207656928,6224.939393939394,9228.666666666666,82.34372085830877,high_volume_high_growth_low_seasonality
GVA,Izmir Adnan Menderes,GVA-Izmir Adnan Menderes,165,70905,429.72727272727275,2.0848462923313353,71.80926552986347,341.6631082144061,992.5151515151515,1464.0,154.32058218716716,low_volume_high_growth_high_seasonality
GVA,Jakarta Soekarno-Hatta,GVA-Jakarta Soekarno-Hatta,165,42012,254.61818181818182,1.6903998459369047,36.68954151590261,45.954542182315556,563.1818181818181,618.5,101.52912202345004,low_volume_high_growth_low_seasonality
GVA,Jeddah.King Abdulaziz,GVA-Jeddah.King Abdulaziz,165,222345,1347.5454545454545,0.39840324684612216,40.312418127100955,-8.3040525739321,1585.5757575757575,1825.0,67.07749726949429,mid_volume_stable_growth_low_seasonality
GVA,Johannesburg International,GVA-Johannesburg International,165,127476,772.5818181818182,0.1266794233983814,22.72429704179743,-35.00931869952372,832.1515151515151,737.8333333333334,55.763179512617675,low_volume_stable_growth_low_seasonality
GVA,Jordan,GVA-Jordan,165,109345,662.6969696969697,0.718159217434236,16.24059067307895,1.8897779174288278,917.1212121212121,942.8333333333334,64.05746497598685,low_volume_stable_growth_low_seasonality
GVA,Jorge Chávez International,GVA-Jorge Chávez International,165,42379,256.8424242424242,1.105354042129846,19.834744404866957,-4.312056898102828,427.06060606060606,413.0,88.49413480842007,low_volume_high_growth_low_seasonality
GVA,Kansai International,GVA-Kansai International,165,47014,284.93333333333334,0.8165097438143198,57.94636197208282,6.318594176235489,507.8484848484849,930.0,105.92255135873936,low_volume_stable_growth_high_seasonality
GVA,Kathmandu,GVA-Kathmandu,165,14993,90.86666666666666,1.530724417650494,59.424240172674715,-25.752102856854176,148.45454545454547,130.33333333333334,126.5721037790628,low_volume_high_growth_high_seasonality
GVA,Kayseri,GVA-Kayseri,165,20179,122.2969696969697,2.1687326860597103,119.69229369147514,,289.3333333333333,437.6666666666667,182.55580492382012,low_volume_high_growth_high_seasonality
GVA,Kenya,GVA-Kenya,165,100348,608.1696969696969,0.8910289331120042,17.61993976489519,-10.512074851435074,893.6363636363636,846.6666666666666,75.41251371739669,low_volume_stable_growth_low_seasonality
GVA,Kerkyra,GVA-Kerkyra,165,65863,399.169696969697,1.6263914949819196,138.97659947357445,134.18977398979106,761.1818181818181,1412.1666666666667,182.35511453321962,low_volume_high_growth_high_seasonality
GVA,Kiev Borispol,GVA-Kiev Borispol,165,225850,1368.7878787878788,-1.0883808142223461,24.124562387901946,-100.0,0.0,0.0,81.55917816848081,mid_volume_declining_low_seasonality
GVA,Kishinev,GVA-Kishinev,165,45932,278.3757575757576,0.9451160831238521,22.705129798625794,-7.27272727272727,452.3030303030303,698.0,79.35602928587609,low_volume_high_growth_low_seasonality
GVA,Kobenhavn Kastrup,GVA-Kobenhavn Kastrup,165,1296822,7859.527272727273,0.20821665743357157,19.926449651486312,15.576078674220122,10307.363636363636,10439.166666666666,40.58368536789249,high_volume_stable_growth_low_seasonality
GVA,Kos,GVA-Kos,165,24470,148.3030303030303,0.21359807756715257,141.89214148559572,,174.66666666666666,219.66666666666666,206.10374201817257,low_volume_stable_growth_high_seasonality
GVA,Kosice,GVA-Kosice,165,8969,54.35757575757576,1.3144286278418174,18.823426700750094,,106.45454545454545,148.5,73.30496687043592,low_volume_high_growth_low_seasonality
GVA,Kosovo,GVA-Kosovo,165,1017519,6166.781818181818,1.1254870104991719,21.070824575227327,104.00510398244948,11506.454545454546,14479.5,57.27426987433003,high_volume_high_growth_low_seasonality
